User ID, Created,Combined household income,Age range,Gender, Device type, Region, Respondent ID,Q(1) What is the total value of your personal savings and investments?,Q(1) Comments [Question: What is the total value of your personal savings and investments?],Q(2) What does money mean for you and your business?,Q(2) Sentiment [Question: What does money mean for you and your business?],Q(3) What makes handling money easier for you?,Q(3) Sentiment [Question: What makes handling money easier for you?]
wNkoZgqZ57BL,2025-03-17T16:02:53+00:00,$175;000 - $199;999,44,Female,iOS,US,wNkoZgqZ57BL,Less than $100;000,,Business is thriving,0.70,Having a lot of it! And having debts consolidated at low rates,0.60
6KnNyRe5KkW2,2025-03-17T16:02:56+00:00,$125;000 - $149;999,33,Male,iOS,US,6KnNyRe5KkW2,Less than $100;000,,Freedom and peace of mind.,0.80,Budgeting.,0.00
MjnZPODd97wP,2025-03-17T16:03:21+00:00,$175;000 - $199;999,29,Female,iOS,US,MjnZPODd97wP,Less than $100;000,,It means the financial foundation and stability,0.20,It means an improvement in the process,0.50
G0lA84eWXnPj,2025-03-17T16:03:38+00:00,$150;000 - $174;999,37,Male,iOS,US,G0lA84eWXnPj,$100;001 – $500;000,,It is for my family,0.10,Budgeting,0.00
MqkKdYzvMn91,2025-03-17T16:04:49+00:00,$175;000 - $199;999,33,Male,iOS,US,MqkKdYzvMn91,$100;001 – $500;000,,Currently it’s saving for real estate purchase.,0.30,Easy apps; like Wealthfront,0.60
rYkvwNW9Gnmx,2025-03-17T16:07:07+00:00,$125;000 - $149;999,36,Male,iOS,US,rYkvwNW9Gnmx,$100;001 – $500;000,,It means a path to freedom,0.20,Spreadsheets,0.30
qwneWZ5WW75r,2025-03-17T16:07:36+00:00,$200;000+,43,Male,Android,US,qwneWZ5WW75r,More than $500;001,,To be able to pay rent and eat,0.00,When I actually have money,0.10
Zz7broBpr7gY,2025-03-17T16:08:43+00:00,$100;000 - $124;999,41,Male,Android,US,Zz7broBpr7gY,More than $500;001,,Ends to a mean,-0.20,Automation,0.00
XQnwRNyBzkP2,2025-03-17T16:11:49+00:00,$125;000 - $149;999,40,Female,iOS,US,XQnwRNyBzkP2,Less than $100;000,,The ability to do more things,0.30,Apps and advice,0.10
6KnNVD1NKnW2,2025-03-17T16:12:05+00:00,$100;000 - $124;999,43,Male,Android,US,6KnNVD1NKnW2,Less than $100;000,,It means the amount of money to keep running it.,-0.50,Keeping a nice budget on it.,0.80
Ka76NEyJj7L1,2025-03-17T16:13:28+00:00,$125;000 - $149;999,35,Male,iOS,US,Ka76NEyJj7L1,$100;001 – $500;000,,Money is important in a capitalist economy,0.00,Spreadsheets and online banking and investing,0.10
0xk2Wq5v5nAw,2025-03-17T16:13:51+00:00,$125;000 - $149;999,41,Male,iOS,US,0xk2Wq5v5nAw,Less than $100;000,,It’s a way to get things done and reach goals.,0.50,An easy way to see where my money is and where it’s going.,0.80
qwneW59LD75r,2025-03-17T16:14:10+00:00,$100;000 - $124;999,36,Female,Android,US,qwneW59LD75r,$100;001 – $500;000,,It means I can support my family and do fun things.,0.90,Creating spreadsheets to keep track of spending.,0.40
GxkV9NGrK7bN,2025-03-17T16:14:22+00:00,$100;000 - $124;999,44,Female,iOS,US,GxkV9NGrK7bN,$100;001 – $500;000,,Money is a tool,-0.20,Fast transactions,0.80
MjnZP34Q87wP,2025-03-17T16:14:56+00:00,$100;000 - $124;999,31,Male,iOS,US,MjnZP34Q87wP,Less than $100;000,,To be happy,0.70,Not so easy,-0.60
Bp7PDbVVp72x,2025-03-17T16:16:58+00:00,$175;000 - $199;999,33,Female,Android,US,Bp7PDbVVp72x,$100;001 – $500;000,,Life,0.60,Work,0.10
gK7yogjYdnae,2025-03-17T16:17:42+00:00,$125;000 - $149;999,27,Female,iOS,US,gK7yogjYdnae,$100;001 – $500;000,,It means work-life balance; safety; and fun,0.70,Financial advisors,0.40
eLnBqX9Jdko8,2025-03-17T16:18:33+00:00,$100;000 - $124;999,35,Male,iOS,US,eLnBqX9Jdko8,Less than $100;000,,It's very important,0.80,Seeing a list of how much is coming in and where it's going,0.10
v6n3dv8qGl3Z,2025-03-17T16:18:44+00:00,$150;000 - $174;999,34,Female,iOS,US,v6n3dv8qGl3Z,$100;001 – $500;000,,It means being able to relax and be comfortable and not worried too much.,0.80,Knowing how much I have and how I can get more.,0.70
aOkQRd4Dgn4y,2025-03-17T16:20:56+00:00,$100;000 - $124;999,41,Male,iOS,US,aOkQRd4Dgn4y,Less than $100;000,,It means I need a lot more!,-0.10,Credit karma app,0.00
P2nY2ZJdDl90,2025-03-17T16:21:40+00:00,$200;000+,39,Male,Android,US,P2nY2ZJdDl90,$100;001 – $500;000,,It means everything,0.20,Safer,0.80
8rndNJjbM7MP,2025-03-17T16:22:54+00:00,$175;000 - $199;999,32,Female,iOS,US,8rndNJjbM7MP,Less than $100;000,,I don’t have a business,-0.70,Electronic,0.00
PLlXYPpV57pv,2025-03-17T16:24:41+00:00,$150;000 - $174;999,34,Male,iOS,US,PLlXYPpV57pv,Less than $100;000,,Security,0.30,Having a plan,0.00
rYkvNdZMKkmx,2025-03-17T16:25:51+00:00,$100;000 - $124;999,43,Male,Android,US,rYkvNdZMKkmx,$100;001 – $500;000,,Not only is it one of the key factors to keep it going; it's the liquidity for everyday needs and how I pay my employees,0.90,Being smarter about it,0.50
aOkQRJjaAn4y,2025-03-17T16:26:34+00:00,$150;000 - $174;999,42,Female,iOS,US,aOkQRJjaAn4y,$100;001 – $500;000,,It makes me want to work more,0.80,Banking apps,0.00
dKk988pdQ7oe,2025-03-17T16:30:51+00:00,$125;000 - $149;999,26,Female,iOS,US,dKk988pdQ7oe,$100;001 – $500;000,,It means security; stability; and health.,0.40,If I have knowledge about wise investments; how to spend and make money efficiently; and discipline,0.20
wNkoZwZX97BL,2025-03-17T16:31:00+00:00,$125;000 - $149;999,34,Female,Android,US,wNkoZwZX97BL,More than $500;001,,It is the ability to make decisions and grow my assets and take care of myself and those i care about,0.60,When there are apps that I can use to quickly and easily move and manage my money,0.80
GxkVwbyornbN,2025-03-17T16:32:17+00:00,$200;000+,33,Male,iOS,US,GxkVwbyornbN,More than $500;001,,Growth; stability; opportunity,0.30,Tracking spending through online aggregators,-0.10
P2nY9w0gAn90,2025-03-17T16:37:04+00:00,$200;000+,38,Male,iOS,US,P2nY9w0gAn90,More than $500;001,,You need to have it to operate,-0.20,Automation,0.00
Ka76EgDJNlL1,2025-03-17T16:37:48+00:00,$100;000 - $124;999,35,Male,Android,US,Ka76EgDJNlL1,$100;001 – $500;000,,Freedom,0.30,Digital transaction,0.10
1GnjNZEDKnDA,2025-03-17T16:40:12+00:00,$125;000 - $149;999,30,Female,Android,US,1GnjNZEDKnDA,$100;001 – $500;000,,Stability,0.30,Someone to help plan,0.10
qVlpB2yJbkA5,2025-03-17T16:40:32+00:00,$100;000 - $124;999,38,Male,Android,US,qVlpB2yJbkA5,Less than $100;000,,I don't know,-0.20,I don't know,-0.20
Xgl59XWAAl8Q,2025-03-17T16:46:08+00:00,$125;000 - $149;999,25,Female,Android,US,Xgl59XWAAl8Q,Less than $100;000,,Money means stability and opportunity.,0.50,Saving money makes it easier.,0.90
XQnwR6WWzkP2,2025-03-17T16:50:02+00:00,$200;000+,44,Female,iOS,US,XQnwR6WWzkP2,More than $500;001,,Freedom to live how I want,0.90,Not sure. Creating a budget and tracking how I soend,-0.10
JGnJ10Z2gkbx,2025-03-17T16:51:02+00:00,$125;000 - $149;999,31,Male,iOS,US,JGnJ10Z2gkbx,$100;001 – $500;000,,The ability to get things you need,0.60,It is safe and secure,0.90
Xgl5ozdGBk8Q,2025-03-17T16:52:31+00:00,$100;000 - $124;999,25,Female,Android,US,Xgl5ozdGBk8Q,Less than $100;000,,I guess earning/making money in general; showing your business is successful?,-0.30,Maybe knowing how to save/budget?,0.00
aOkQROrxpn4y,2025-03-17T16:52:33+00:00,$100;000 - $124;999,41,Female,iOS,US,aOkQROrxpn4y,Less than $100;000,,It’s is a way of keeping the buisness going .,0.00,The ease of apps for financial use,0.90
WJkgoAjJ1kPd,2025-03-17T16:52:47+00:00,$100;000 - $124;999,29,Male,Android,US,WJkgoAjJ1kPd,$100;001 – $500;000,,What amount of profit I can make and move on to future generations,0.30,A financial advisor,0.10
XQnwYVmPL7P2,2025-03-17T16:53:41+00:00,$100;000 - $124;999,38,Male,Android,US,XQnwYVmPL7P2,Less than $100;000,,It's very good,0.90,I don't know,-0.20
eLnBqwJ4zko8,2025-03-17T16:55:19+00:00,$125;000 - $149;999,40,Male,iOS,US,eLnBqwJ4zko8,$100;001 – $500;000,,Freedom,0.30,Automation,0.00
Zz7bowa1MkgY,2025-03-17T17:00:48+00:00,$125;000 - $149;999,38,Male,Android,US,Zz7bowa1MkgY,More than $500;001,,It means opportunity to taje chances and try new things,0.50,My education which was business focus,0.20
41nq0Z16ekXq,2025-03-17T17:01:08+00:00,$175;000 - $199;999,35,Male,iOS,US,41nq0Z16ekXq,Less than $100;000,,I don’t own a business,-0.60,Digital currency,0.10
p6n1Od3W97D2,2025-03-17T17:02:32+00:00,$100;000 - $124;999,40,Female,Android,US,p6n1Od3W97D2,Less than $100;000,,I don't have a business,-0.70,A strict budget,0.00
yxlRv00pJlRB,2025-03-17T17:03:15+00:00,$100;000 - $124;999,32,Male,iOS,US,yxlRv00pJlRB,$100;001 – $500;000,,A means to enjoy,0.80,Getting lucky in stocks,0.10
MJkGKBdaXkbx,2025-03-17T17:04:19+00:00,$200;000+,41,Male,Android,US,MJkGKBdaXkbx,More than $500;001,,A key to personal freedome,0.10,Centrally aggregation finance apps,0.10
qVlp9NoaN7A5,2025-03-17T17:04:25+00:00,$100;000 - $124;999,36,Male,iOS,US,qVlp9NoaN7A5,Less than $100;000,,It means success,0.70,When I have a lot of it,-0.10
PLlX2QXEWkpv,2025-03-17T17:09:45+00:00,$200;000+,38,Male,iOS,US,PLlX2QXEWkpv,Less than $100;000,,Strength and stability,0.70,Using and sticking to a well planned budget,0.40
WKn02p4y47vA,2025-03-17T17:11:26+00:00,$100;000 - $124;999,38,Male,Android,US,WKn02p4y47vA,$100;001 – $500;000,,Very good thing,0.90,I like it,0.90
WJkgBV0VQ7Pd,2025-03-17T17:11:25+00:00,$100;000 - $124;999,40,Female,Android,US,WJkgBV0VQ7Pd,$100;001 – $500;000,,I love it so much,0.90,It's very good,0.90
rYkvwN4rdnmx,2025-03-17T17:17:36+00:00,$100;000 - $124;999,38,Male,Android,US,rYkvwN4rdnmx,Less than $100;000,,It is very beautiful,0.90,I love it,0.90
rYkvNLXYokmx,2025-03-17T17:22:35+00:00,$100;000 - $124;999,33,Male,Android,US,rYkvNLXYokmx,Less than $100;000,,You need money to survive in this world,-0.60,Bank data and flow charts,0.00
aXk4dvLjykJW,2025-03-17T17:25:03+00:00,$100;000 - $124;999,39,Male,Android,US,aXk4dvLjykJW,Less than $100;000,,It's a good,0.80,I,0.10
0xk2dA4p5lAw,2025-03-17T17:27:06+00:00,$150;000 - $174;999,44,Male,Android,US,0xk2dA4p5lAw,$100;001 – $500;000,,More to invest and food on the table,0.00,Credit cards; apps to simplify spending,0.20
Ka76E4g8QlL1,2025-03-17T17:33:28+00:00,$125;000 - $149;999,39,Male,Android,US,Ka76E4g8QlL1,Less than $100;000,,Options,0.00,Budgeting,0.00
Bp7PDj2og72x,2025-03-17T17:42:56+00:00,$200;000+,36,Female,iOS,US,Bp7PDj2og72x,Less than $100;000,,I don’t have a business but if it did it would be how I would be able to operate,0.00,Being in control of it. Knowing what is going in and out,0.10
MjnZPNdX47wP,2025-03-17T17:44:53+00:00,$150;000 - $174;999,38,Male,Android,US,MjnZPNdX47wP,Less than $100;000,,living paycheck to paycheck,-0.20,more.money,0.60
2OkaGbKBPlam,2025-03-17T17:46:17+00:00,$100;000 - $124;999,35,Female,Android,US,2OkaGbKBPlam,$100;001 – $500;000,,For me and my business money means stability and the ability to invest in advertising; services and products to grow my business.,0.60,Financial apps and services definitely make handling money easier for me.,0.80
2OkaGweO3lam,2025-03-17T17:48:28+00:00,$100;000 - $124;999,27,Female,Android,US,2OkaGweO3lam,Less than $100;000,,It means security and new opportunities,0.20,When I can move it over to my savings it makes me less likely to spend,-0.10
2OkaLQ1M87am,2025-03-17T17:50:16+00:00,$100;000 - $124;999,31,Male,Android,US,2OkaLQ1M87am,Less than $100;000,,Money is something I'll never have enough of in this economy.,0.00,Not having access to more than I need.,-0.70
MjnZPvVVN7wP,2025-03-17T17:51:37+00:00,$100;000 - $124;999,26,Male,iOS,US,MjnZPvVVN7wP,$100;001 – $500;000,,Is this a trick question? Business is for  money,-0.40,Ai tools,0.00
aJnWmoD4r7Db,2025-03-17T17:52:41+00:00,$125;000 - $149;999,38,Male,iOS,US,aJnWmoD4r7Db,$100;001 – $500;000,,It mainly means freedom; and having time.,0.20,When I understand where it all is!,0.00
PYl8NgpmRkW1,2025-03-17T17:57:18+00:00,$200;000+,34,Female,Android,US,PYl8NgpmRkW1,Less than $100;000,,Something to feed and clothe family,0.50,Hiring someone,-0.20
2rlr99yeVn8W,2025-03-17T18:00:33+00:00,$100;000 - $124;999,35,Male,iOS,US,2rlr99yeVn8W,$100;001 – $500;000,,More savings,0.60,My accountant,0.00
p0lOaa3bvk8N,2025-03-17T18:03:07+00:00,$100;000 - $124;999,27,Female,Android,US,p0lOaa3bvk8N,Less than $100;000,,it means having food; security; and living comfortably,0.80,budgeting apps and a credit union,0.00
Bp7P3rxKRl2x,2025-03-17T18:03:41+00:00,$125;000 - $149;999,37,Female,Android,US,Bp7P3rxKRl2x,$100;001 – $500;000,,Everything. Need money to earn money,0.00,Knowledge about money handling,0.40
v6n3xyDr5l3Z,2025-03-17T18:10:18+00:00,$100;000 - $124;999,42,Male,Android,US,v6n3xyDr5l3Z,$100;001 – $500;000,,It's very good,0.90,I love it so much,0.90
8rnd4QLNynMP,2025-03-17T18:11:31+00:00,$125;000 - $149;999,45,Male,Android,US,8rnd4QLNynMP,$100;001 – $500;000,,I need the market to do well,0.10,Having an advisor,0.10
JGnJVAo85nbx,2025-03-17T18:16:51+00:00,$100;000 - $124;999,33,Male,iOS,US,JGnJVAo85nbx,Less than $100;000,,It helps me be able to live and pay for things,0.90,Banks,-0.10
Bp7P3ZMxjl2x,2025-03-17T18:20:42+00:00,$100;000 - $124;999,43,Female,iOS,US,Bp7P3ZMxjl2x,$100;001 – $500;000,,I don’t have a business.,-0.70,Apps that give me quick access to what my money is doing.,0.80
Xgl596D8Bl8Q,2025-03-17T18:21:59+00:00,$100;000 - $124;999,42,Female,iOS,US,Xgl596D8Bl8Q,$100;001 – $500;000,,Success,0.80,Having a good banking establishment.,0.80
0xk2WaAR5nAw,2025-03-17T18:29:38+00:00,$100;000 - $124;999,30,Female,iOS,US,0xk2WaAR5nAw,Less than $100;000,,Good saved,0.80,Is not easy,-0.70
PLlX2j6QQkpv,2025-03-17T18:29:42+00:00,$125;000 - $149;999,30,Female,iOS,US,PLlX2j6QQkpv,Less than $100;000,,It means being comfortable in life and still enjoying everything,0.90,Direct depositing straight to savings or putting money in CD’s,0.70
gK7yoDP1mnae,2025-03-17T18:30:42+00:00,$125;000 - $149;999,32,Male,Android,US,gK7yoDP1mnae,More than $500;001,,Cash is trash. Fiat is fake. It means the opportunity to convert it into something with actual value,-0.30,Digital wallets,0.00
PLlX23G1Wkpv,2025-03-17T18:33:25+00:00,$100;000 - $124;999,34,Female,iOS,US,PLlX23G1Wkpv,$100;001 – $500;000,,Security and planning,0.10,Organization,0.00
PYl83zaqrnW1,2025-03-17T18:34:03+00:00,$100;000 - $124;999,26,Female,iOS,US,PYl83zaqrnW1,Less than $100;000,,It’ means freedom,0.30,A budget book,0.00
MqkKELe3Al91,2025-03-17T18:37:59+00:00,$150;000 - $174;999,35,Female,iOS,US,MqkKELe3Al91,Less than $100;000,,Success and a future,0.80,Having someone to contact with questions on managing it,0.00
2OkaLg1DV7am,2025-03-17T18:39:08+00:00,$125;000 - $149;999,43,Female,iOS,US,2OkaLg1DV7am,$100;001 – $500;000,,Future,0.40,Nothing,-0.60
WJkgoPAVYkPd,2025-03-17T18:39:40+00:00,$100;000 - $124;999,35,Male,Android,US,WJkgoPAVYkPd,$100;001 – $500;000,,Money is the lifeblood,0.10,Smart business practices,0.40
1GnjB38D2nDA,2025-03-17T18:45:22+00:00,$200;000+,34,Male,iOS,US,1GnjB38D2nDA,$100;001 – $500;000,,It means a lot to me as a family,0.70,Efficient portfolio management,0.80
MqkKdv2pdn91,2025-03-17T18:46:22+00:00,$150;000 - $174;999,32,Female,Android,US,MqkKdv2pdn91,Less than $100;000,,My future,0.60,Putting money in my savings immediately,0.70
WKn02vzJN7vA,2025-03-17T18:47:14+00:00,$200;000+,30,Female,iOS,US,WKn02vzJN7vA,$100;001 – $500;000,,Being able to live comfortably and not have to worry about having enough to get by.,0.90,Real time notifications when I spend money / swipe a card; and periodic finance check ins (monthly).,0.00
dKk98PmeK7oe,2025-03-17T18:53:06+00:00,$125;000 - $149;999,45,Male,Android,US,dKk98PmeK7oe,Less than $100;000,,It's a legal tender,0.40,Using bank,-0.10
P2nY2gzaEl90,2025-03-17T18:53:45+00:00,$100;000 - $124;999,34,Female,iOS,US,P2nY2gzaEl90,$100;001 – $500;000,,It means that I am able to live and do what I want to do!,0.90,Knowing that I work full time and more should be coming in every two weeks,0.20
P2nY2p2m0l90,2025-03-17T18:54:18+00:00,$150;000 - $174;999,36,Female,iOS,US,P2nY2p2m0l90,$100;001 – $500;000,,Everything runs on money,-0.60,Apps,0.20
0xk2WLo2pnAw,2025-03-17T18:57:23+00:00,$100;000 - $124;999,36,Male,Android,US,0xk2WLo2pnAw,$100;001 – $500;000,,I don't know,-0.20,I don't know,-0.20
G0lA8y5bXnPj,2025-03-17T18:57:51+00:00,$125;000 - $149;999,37,Female,iOS,US,G0lA8y5bXnPj,Less than $100;000,,Money equals success,0.50,Online accounting and access to bank,0.30
p6n1jN6MElD2,2025-03-17T18:58:38+00:00,$100;000 - $124;999,35,Male,iOS,US,p6n1jN6MElD2,$100;001 – $500;000,,Success and growth,0.80,Budgets and spreadsheets,0.00
8rndNz1LV7MP,2025-03-17T19:02:40+00:00,$100;000 - $124;999,37,Male,Android,US,8rndNz1LV7MP,$100;001 – $500;000,,Capital,0.10,Savings and investment,0.80
0xk2d3yQ5lAw,2025-03-17T19:03:32+00:00,$200;000+,28,Female,Android,US,0xk2d3yQ5lAw,Less than $100;000,,Stability,0.30,Nothing,-0.60
wNkoZ9Re97BL,2025-03-17T19:05:37+00:00,$100;000 - $124;999,28,Female,iOS,US,wNkoZ9Re97BL,Less than $100;000,,I don’t own a business. For myself it means safety; security; and freedom,0.00,Online banking apps and budget systems,0.00
aJnWmOwpJ7Db,2025-03-17T19:05:46+00:00,$100;000 - $124;999,33,Female,Android,US,aJnWmOwpJ7Db,More than $500;001,,The ability to live a life with basic needs of myself and my loved ones met; while engaging with the world around me; creating a community of like-minded individuals,0.80,Having enough of it,0.40
aOkQbBeNPn4y,2025-03-17T19:06:42+00:00,$100;000 - $124;999,40,Male,Android,US,aOkQbBeNPn4y,$100;001 – $500;000,,Good,0.80,Good,0.80
v6n3dRdXYl3Z,2025-03-17T19:11:54+00:00,$200;000+,32,Male,iOS,US,v6n3dRdXYl3Z,More than $500;001,,Everything i couldn’t do work without it,0.90,Assistant,0.10
G0lA8EPejnPj,2025-03-17T19:13:40+00:00,$100;000 - $124;999,32,Male,iOS,US,G0lA8EPejnPj,Less than $100;000,,It means stability and future growth,0.40,Having someone to handle that like an accountant,0.10
p6n1OjBWo7D2,2025-03-17T19:14:53+00:00,$125;000 - $149;999,45,Female,iOS,US,p6n1OjBWo7D2,$100;001 – $500;000,,Being comfortable and being able to provide for people,0.90,Having an excel spreadsheet,0.70
yxlRvqoAjlRB,2025-03-17T19:17:30+00:00,$125;000 - $149;999,29,Male,iOS,US,yxlRvqoAjlRB,$100;001 – $500;000,,It’s a tool,-0.10,Think of it like a video game,0.30
apkDd4jXMk3E,2025-03-17T19:21:16+00:00,$200;000+,35,Male,iOS,US,apkDd4jXMk3E,Less than $100;000,,Everything,0.40,Strict budgeting,0.00
Bp7PD35dp72x,2025-03-17T19:21:29+00:00,$150;000 - $174;999,34,Female,iOS,US,Bp7PD35dp72x,More than $500;001,,It is my retirement,0.00,A team of people,0.10
rYkvwEbXonmx,2025-03-17T19:21:30+00:00,$200;000+,32,Female,iOS,US,rYkvwEbXonmx,$100;001 – $500;000,,It’s everything. Can’t build a business without money,0.00,Reliable bank,0.90
qVlp9N3Z57A5,2025-03-17T19:22:44+00:00,$200;000+,38,Female,iOS,US,qVlp9N3Z57A5,$100;001 – $500;000,,I think that you cannot take it with you so you should enjoy it while you can but also it is not wise to spend too recklesy.,-0.30,Spending only what I have; not spending on credit.,-0.20
Bp7P3BOEOl2x,2025-03-17T19:25:43+00:00,$100;000 - $124;999,31,Female,Android,US,Bp7P3BOEOl2x,Less than $100;000,,Freedom,0.30,Excel,0.80
2OkaGr0JPlam,2025-03-17T19:26:34+00:00,$200;000+,26,Male,iOS,US,2OkaGr0JPlam,Less than $100;000,,Freedom,0.30,Money,0.00
Bp7P3ZMrRl2x,2025-03-17T19:30:23+00:00,$150;000 - $174;999,35,Male,iOS,US,Bp7P3ZMrRl2x,$100;001 – $500;000,,It’s good,0.80,Counting it,-0.10
p0lOamGw0k8N,2025-03-17T19:33:12+00:00,$200;000+,33,Male,iOS,US,p0lOamGw0k8N,More than $500;001,,It means a lot to me,0.60,Accounting for it,0.00
2vlzQ6RgqnGp,2025-03-17T19:34:50+00:00,$200;000+,34,Male,iOS,US,2vlzQ6RgqnGp,$100;001 – $500;000,,Lifeblood,0.30,Good tools with clear interface,0.90
rYkvw30OGnmx,2025-03-17T19:45:21+00:00,$125;000 - $149;999,31,Male,Android,US,rYkvw30OGnmx,More than $500;001,,Comfort,0.90,All in one dashboards,0.70
RE7Lze0VJn0v,2025-03-17T19:49:06+00:00,$100;000 - $124;999,32,Male,Android,US,RE7Lze0VJn0v,More than $500;001,,Freedom,0.30,Higher income,0.20
2OkaG01Zjlam,2025-03-17T19:52:01+00:00,$200;000+,28,Female,Android,US,2OkaG01Zjlam,Less than $100;000,,I respect money and need more for my business,0.20,An accountant,0.00
Ka76NW5d57L1,2025-03-17T19:52:12+00:00,$200;000+,40,Male,iOS,US,Ka76NW5d57L1,More than $500;001,,Successful,0.60,Financial advisor,0.10
P2nY9G06yn90,2025-03-17T19:55:32+00:00,$100;000 - $124;999,45,Female,iOS,US,P2nY9G06yn90,More than $500;001,,It’s still not enough to consider being comfortable or set for the future.,-0.80,Great advisor that help explain risk and rewards,0.90
PYl83BvMBnW1,2025-03-17T20:00:47+00:00,$100;000 - $124;999,30,Female,iOS,US,PYl83BvMBnW1,Less than $100;000,,Security,0.30,Concrete numbers,-0.20
P2nY9GdDYn90,2025-03-17T20:04:22+00:00,$100;000 - $124;999,29,Female,iOS,US,P2nY9GdDYn90,$100;001 – $500;000,,Freedom,0.30,Budgeting,0.00
RE7LZZQ03n0v,2025-03-17T20:05:13+00:00,$200;000+,45,Male,iOS,US,RE7LZZQ03n0v,More than $500;001,,It is a tool,0.00,Credit cards,0.00
PLlXYReKd7pv,2025-03-17T20:06:13+00:00,$100;000 - $124;999,27,Male,Android,US,PLlXYReKd7pv,Less than $100;000,,I don't own a business but it means a moderate amount,0.00,Have multiple places to store it,0.50
qVlpBBaGNkA5,2025-03-17T20:11:16+00:00,$100;000 - $124;999,39,Male,Android,US,qVlpBBaGNkA5,More than $500;001,,Freedom,0.30,App traxkers,0.10
2vlzQKK4OnGp,2025-03-17T20:12:14+00:00,$150;000 - $174;999,45,Male,Android,US,2vlzQKK4OnGp,More than $500;001,,To enjoy,0.70,Saving,0.60
PYl83JgGpnW1,2025-03-17T20:13:31+00:00,$100;000 - $124;999,39,Female,Android,US,PYl83JgGpnW1,Less than $100;000,,Means retirement and lifestyle,0.00,Having my husband be in control,0.30
MjnZPjjoR7wP,2025-03-17T20:14:07+00:00,$150;000 - $174;999,27,Male,Android,US,MjnZPjjoR7wP,$100;001 – $500;000,,Investment,0.00,Yes,0.60
4N7MJxo0XkjE,2025-03-17T20:17:51+00:00,$200;000+,43,Male,Android,US,4N7MJxo0XkjE,$100;001 – $500;000,,It's essential to our survival,0.50,Setting up automation for payments,0.00
rYkvNdGd6kmx,2025-03-17T20:22:55+00:00,$100;000 - $124;999,32,Male,iOS,US,rYkvNdGd6kmx,$100;001 – $500;000,,Resource to incest,-0.80,Insurance,0.00
apkDdb5xDk3E,2025-03-17T20:31:38+00:00,$125;000 - $149;999,35,Male,Android,US,apkDdb5xDk3E,$100;001 – $500;000,,Money means a financial freedom and sense of accomplishment to me,0.90,Financial institutions makes it easier for me,0.90
p6n1O2Q4B7D2,2025-03-17T20:40:50+00:00,$125;000 - $149;999,39,Female,iOS,US,p6n1O2Q4B7D2,Less than $100;000,,A lot,0.60,Organized ways,0.50
P2nY20640l90,2025-03-17T20:59:43+00:00,$100;000 - $124;999,36,Female,iOS,US,P2nY20640l90,$100;001 – $500;000,,It means i can grow for me and my business.,0.70,Having someone else do it.,-0.10
8rndNrKeY7MP,2025-03-17T21:01:59+00:00,$125;000 - $149;999,41,Male,Android,US,8rndNrKeY7MP,Less than $100;000,,Working captial,0.20,All.digital,0.40
3gkxNajX3lWq,2025-03-17T21:03:48+00:00,$125;000 - $149;999,44,Female,iOS,US,3gkxNajX3lWq,Less than $100;000,,I don’t have a business,-0.70,Having a goal,0.10
rYkvNdAa2kmx,2025-03-17T21:06:09+00:00,$100;000 - $124;999,44,Female,iOS,US,rYkvNdAa2kmx,Less than $100;000,,Money means the ability to make decisions without worrying about cost. The ability to pivot when something does not turn out correctly,0.40,Having apps and answers quickly in those apps rather than having to call someone,0.90
yxlRJG220lRB,2025-03-17T21:07:54+00:00,$100;000 - $124;999,31,Female,iOS,US,yxlRJG220lRB,Less than $100;000,,It means I’m successful or not,0.00,Putting it in the bank,-0.10
GxkVwYKZWnbN,2025-03-17T21:14:48+00:00,$150;000 - $174;999,38,Male,Android,US,GxkVwYKZWnbN,$100;001 – $500;000,,Doesn't mean anything for my business... but for me it means security and happiness,0.00,Having enough of it; frankly.,0.10
1GnjBQJNqnDA,2025-03-17T21:25:05+00:00,$125;000 - $149;999,31,Female,iOS,US,1GnjBQJNqnDA,Less than $100;000,,For me and my business; money is the fuel that allows us to operate; grow; and achieve our goals.,0.80,Having a clear budget and sticking to it makes handling money easier for me.,0.90
apkDdrw0xk3E,2025-03-17T21:35:39+00:00,$175;000 - $199;999,38,Female,Android,US,apkDdrw0xk3E,Less than $100;000,,Stability,0.30,When all my bills are on auto pay,0.10
rYkvNVrXdkmx,2025-03-17T22:04:55+00:00,$100;000 - $124;999,29,Female,iOS,US,rYkvNVrXdkmx,$100;001 – $500;000,,To use it for luxury and lifestyle,0.40,Putting it aside in a high yield savings account so it can build income,0.30
1GnjB9XAmnDA,2025-03-17T22:08:02+00:00,$200;000+,25,Female,Android,US,1GnjB9XAmnDA,$100;001 – $500;000,,A way to keep everyone financially stable,0.80,Online digital tools,0.00
JGnJ10zYJkbx,2025-03-17T22:08:48+00:00,$175;000 - $199;999,31,Male,iOS,US,JGnJ10zYJkbx,Less than $100;000,,It’s the lifeblood of our business and helps provide for my family,0.80,I am dedicated,0.30
GxkVwYxGJnbN,2025-03-17T22:20:14+00:00,$100;000 - $124;999,38,Female,iOS,US,GxkVwYxGJnbN,More than $500;001,,Helps me Live my life Fully,0.90,Making. Money,0.00
rYkvwYJXKnmx,2025-03-17T22:35:12+00:00,$150;000 - $174;999,35,Female,iOS,US,rYkvwYJXKnmx,$100;001 – $500;000,,It is a general acceptable entity and also the bedrock for all individuals,0.30,Bank transactions,0.00
