User ID, Created,Age range,Gender, Device type, Region, Respondent ID,Q(1) What does money mean to you?,Q(1) Sentiment [Question: What does money mean to you?],Q(2) What makes managing your money easier?,Q(2) Sentiment [Question: What makes managing your money easier?],Q(3) What tricks help you make your money last?,Q(3) Sentiment [Question: What tricks help you make your money last?]
dKk982YrM7oe,2025-03-12T03:37:05+00:00,31,Female,iOS,US,dKk982YrM7oe,Having the means to support myself in all aspects of life,0.70,Having more of it,0.50,Not spending unnecessarily,0.30
yxlRJRr4MlRB,2025-03-12T03:37:17+00:00,30,Female,iOS,US,yxlRJRr4MlRB,Otherwise meaningless method you use to purchase items,-0.50,Digital records,0.10,CDs; money market accounts; couponing,0.10
6KnNVoERNnW2,2025-03-12T03:37:19+00:00,41,Female,Android,US,6KnNVoERNnW2,Having food and a roof over my head,-0.30,Multiple bank accounts; even if they're small amounts,0.20,Coupons; and bogo deals at the grocery store,0.30
6KnNyRe5KkW2,2025-03-12T03:37:28+00:00,33,Male,iOS,US,6KnNyRe5KkW2,It means being worry free.,0.60,Setting budget plans.,0.00,Eating at home.,0.00
J0nmrpjgelWr,2025-03-12T03:37:33+00:00,42,Male,iOS,US,J0nmrpjgelWr,How to live and thrive,0.20,Interest,0.10,Saving,0.60
PLlX2jbwKkpv,2025-03-12T03:37:46+00:00,36,Female,Android,US,PLlX2jbwKkpv,A means to an end,-0.40,Looking at your budget regularly,0.40,A good budget,0.80
1GnjNxRm2nDA,2025-03-12T03:38:18+00:00,33,Female,iOS,US,1GnjNxRm2nDA,Currency to spend to live your life,-0.10,Organization,0.00,Investing. Saving especially high yield savings account,0.50
WKn0XaXpNnvA,2025-03-12T03:38:18+00:00,33,Female,iOS,US,WKn0XaXpNnvA,A currency to have things,0.00,Budgeting and excel sheets,0.50,Budgeting and couponing,-0.10
MjnZ6gR8RnwP,2025-03-12T03:38:20+00:00,40,Female,Android,US,MjnZ6gR8RnwP,Profit,0.00,Having Less of it,-0.40,Hunger,-0.50
gK7y6G60Dkae,2025-03-12T03:38:27+00:00,37,Female,iOS,US,gK7y6G60Dkae,A means of survival,0.20,Financial apps that let me see my balance immediately,0.70,Set a specific spending limit and track it,0.00
v6n3xdo63l3Z,2025-03-12T03:38:29+00:00,36,Male,Android,US,v6n3xdo63l3Z,Honor,0.20,If you have alot,0.00,Save up money,0.50
aJnWxDKY6lDb,2025-03-12T03:38:28+00:00,39,Male,Android,US,aJnWxDKY6lDb,It means security,0.10,Mobile apps,0.00,Willpower and budgeting,0.00
WJkgoADRLkPd,2025-03-12T03:38:40+00:00,38,Male,Android,US,WJkgoADRLkPd,Being able to afford stability I need in my life.,0.90,Using clearly made out applications that show spendures and deposited money.,0.10,Using coupons; survey taking apps that exchange opinion and gaming for gift cards to places I spend money and paying bills first.,0.20
1GnjBN2NznDA,2025-03-12T03:38:49+00:00,34,Female,Android,US,1GnjBN2NznDA,Freedom in life,0.50,Apps,0.20,Not eating fast food,-0.60
RE7LzDw0gn0v,2025-03-12T03:38:49+00:00,31,Female,iOS,US,RE7LzDw0gn0v,Stability,0.30,A layout of my monthly costs,0.10,Making a list of my monthly costs ahead of time.,-0.10
PYl83J230nW1,2025-03-12T03:38:51+00:00,31,Female,Android,US,PYl83J230nW1,It means a way to pay debt off,0.20,Savings first then spending,0.00,Saving change and dollar bills,0.60
aXk4Omy3g7JW,2025-03-12T03:38:58+00:00,36,Male,Android,US,aXk4Omy3g7JW,It is a way to survive,0.10,Using my banking app on my phone,0.00,Budgeting and thinking about my purchases and constantly checking my account,-0.30
p6n1jNpYolD2,2025-03-12T03:38:59+00:00,41,Male,iOS,US,p6n1jNpYolD2,It is a way to pay bills and gives me a way to enjoy life.,0.90,A budget,0.00,Saving for things that will make life easier.,0.90
6KnNyMJypkW2,2025-03-12T03:39:03+00:00,40,Male,iOS,US,6KnNyMJypkW2,To be relax,0.40,The banks,0.00,Money in the pocket,0.00
qwneo095Z75r,2025-03-12T03:39:10+00:00,36,Male,Android,US,qwneo095Z75r,It means everything. Makes life easier,0.60,Having a plan,0.00,Budget for everything,0.50
8rnd4OwjgnMP,2025-03-12T03:39:34+00:00,28,Female,Android,US,8rnd4OwjgnMP,The ability to buy things I need and protection in the future,0.90,Having an app to track what I'm spending and saving,0.30,Spend less than you make,-0.10
1GnjNDBbPnDA,2025-03-12T03:40:25+00:00,36,Female,Android,US,1GnjNDBbPnDA,It's a tool that can be exchanged for goods and services. Money is neutral as it can be used for good or bad. It's also an amplifier as one will know what kind of person someone really is if they have a lot of it.,0.00,Budgeting; keeping track of accounts; online banking; no fees or overdraft,0.70,Budgetting; only buying needed items or things I want very badly. Waiting 24 hours can be a tool to know if you really want something or if it's just an impulse.,0.00
aXk4dQLDmkJW,2025-03-12T03:40:27+00:00,29,Female,iOS,US,aXk4dQLDmkJW,Good life,0.90,My bank app  Google sheet,0.00,Be mindful of expenses,-0.20
MqkKEVpmXl91,2025-03-12T03:40:36+00:00,30,Female,Android,US,MqkKEVpmXl91,Playing bills,0.00,Playing bills off,0.00,Saving and budget,0.50
JGnJVGAy5nbx,2025-03-12T03:40:42+00:00,43,Male,iOS,US,JGnJVGAy5nbx,Everything,0.40,Help,-0.20,Nothing,-0.60
MJkGKpRjNkbx,2025-03-12T03:40:48+00:00,39,Male,iOS,US,MJkGKpRjNkbx,It means security,0.10,When I have a lot of it,-0.10,Saving money,0.90
Bp7P3BAZgl2x,2025-03-12T03:41:21+00:00,39,Male,iOS,US,Bp7P3BAZgl2x,Everything,0.40,Acess on phone.,0.00,Not look at it.,-0.70
1GnjNXdNwnDA,2025-03-12T03:41:21+00:00,32,Male,Android,US,1GnjNXdNwnDA,A tool I use to provide for my family,0.20,Having a budget,0.00,Money manager apps,0.00
P2nY9PVbYn90,2025-03-12T03:41:41+00:00,30,Female,iOS,US,P2nY9PVbYn90,Comfort; stability; security,0.90,Not having to think about it too much,0.30,Coming up with a plan and sticking to it,0.30
aJnWm35167Db,2025-03-12T03:41:54+00:00,40,Male,Android,US,aJnWm35167Db,It is the fuel of life.,0.70,Early planning from starting of month.,0.10,Savings & investment,0.80
p6n1jD0K5lD2,2025-03-12T03:42:02+00:00,37,Female,Android,US,p6n1jD0K5lD2,A necessary tool,0.70,Having enough of it,0.40,Luck,0.40
PYl8NgpmRkW1,2025-03-12T03:42:03+00:00,34,Female,Android,US,PYl8NgpmRkW1,The root of evil,-0.60,I don't manage money,-0.70,It doesn't,-0.80
WKn0XYWv6nvA,2025-03-12T03:42:13+00:00,38,Female,Android,US,WKn0XYWv6nvA,Resources; health; buy services; comfort; free my time; entertainment; pay for life; then help others.,0.20,Taking breaks from spending,-0.20,Do a month without buying any extras,-0.20
Zz7boGQ0MkgY,2025-03-12T03:42:13+00:00,41,Female,Android,US,Zz7boGQ0MkgY,Unhappiness and stress.,-0.50,Um online banking definitely is easier,0.40,Just if I'm smart putting some money aside in a savings account.,-0.20
WJkgBOKMP7Pd,2025-03-12T03:42:22+00:00,41,Male,Android,US,WJkgBOKMP7Pd,Money mean freedom to me. When I said freedom; I mean when I do what I wished to do at the right time without worrying about how to get it done because of financial stress.,0.30,Financial advisor and online services actually help me out with it.,0.80,I tends to spend on the necessary and invest in a low risk investment.,-0.10
J0nmpB146kWr,2025-03-12T03:42:33+00:00,42,Female,iOS,US,J0nmpB146kWr,Pay bills and food,0.00,Nothing,-0.60,Buy cheap,0.00
WKn020ybm7vA,2025-03-12T03:42:42+00:00,39,Male,Android,US,WKn020ybm7vA,Money is a medium of exchange to pay for goods or services,0.00,Being financially conscious,0.20,Being financially conscious,0.20
wNkoZVmP47BL,2025-03-12T03:42:44+00:00,40,Male,Android,US,wNkoZVmP47BL,A way to survive.,0.10,My budget; so I understand where it's going and how to manage it easy.,0.60,Setting a budget limit on categories each month to change my habits.,-0.10
JGnJ1owmjkbx,2025-03-12T03:43:16+00:00,38,Male,iOS,US,JGnJ1owmjkbx,A whole lot,0.40,More apps,0.20,Switching apps,-0.40
RE7LZvaDPn0v,2025-03-12T03:43:19+00:00,34,Female,iOS,US,RE7LZvaDPn0v,None,-0.40,None,-0.40,None,-0.40
p0lOGemKml8N,2025-03-12T03:43:29+00:00,33,Female,Android,US,p0lOGemKml8N,It mean everything sadly,-0.80,Nothing that I've tried,-0.50,Don't spend on needless things,-0.70
aOkQbjvDzn4y,2025-03-12T03:43:40+00:00,29,Male,iOS,US,aOkQbjvDzn4y,Freedom,0.30,Apps,0.20,Time,-0.20
WJkgoM9BQkPd,2025-03-12T03:43:44+00:00,33,Male,iOS,US,WJkgoM9BQkPd,None,-0.40,Nine,0.10,Yes,0.60
Xgl5oboDok8Q,2025-03-12T03:43:45+00:00,40,Male,Android,US,Xgl5oboDok8Q,Means to live,0.30,Not spending a lot and keeping online documentation,-0.40,Budget and emergency funds,0.00
J0nmpq9vYkWr,2025-03-12T03:43:46+00:00,29,Male,iOS,US,J0nmpq9vYkWr,None at all,-0.60,None,-0.40,None,-0.40
rYkvNVRYxkmx,2025-03-12T03:43:48+00:00,39,Male,iOS,US,rYkvNVRYxkmx,Happy,0.90,Smart,0.70,Smart,0.70
Bp7P3ZMrRl2x,2025-03-12T03:43:50+00:00,35,Male,iOS,US,Bp7P3ZMrRl2x,Freedom,0.30,Advisors,0.10,Invest it,0.00
Zz7bow8BBkgY,2025-03-12T03:43:52+00:00,32,Male,iOS,US,Zz7bow8BBkgY,Freedom,0.30,Focusing on debt,-0.10,Not buying useless things,-0.70
Xgl59By4Bl8Q,2025-03-12T03:43:53+00:00,42,Female,iOS,US,Xgl59By4Bl8Q,A means to pay bills,0.00,Not spending it,-0.70,Not over spending it,0.00
wNkoZ9e027BL,2025-03-12T03:43:57+00:00,33,Male,iOS,US,wNkoZ9e027BL,Its a troublesome,-0.80,Nothing; money can never be managed,-0.80,Set your priorities,0.00
8rnd4ObpEnMP,2025-03-12T03:43:57+00:00,28,Male,iOS,US,8rnd4ObpEnMP,Money is something to use for happiness,0.80,Having more money makes it easier to manage it,0.90,Don’t spend money on things you don’t need,-0.60
eLnB85VKx7o8,2025-03-12T03:43:59+00:00,30,Female,Android,US,eLnB85VKx7o8,It means being able to afford the things I need and to make my life easier.,0.90,Typing out bills and keeping track of money in accounts.,0.40,Keeping track of what I spend and where,0.70
6KnNVo1gpnW2,2025-03-12T03:44:05+00:00,29,Male,iOS,US,6KnNVo1gpnW2,It’s how I pay for everything,0.00,Being able to do simple math,0.60,Not spending more than I make.,-0.40
eLnB8NDr67o8,2025-03-12T03:44:09+00:00,37,Male,Android,US,eLnB8NDr67o8,Security,0.30,Knowing it's there,0.20,Only buy what is jeeded,-0.10
2OkaLgYRp7am,2025-03-12T03:44:14+00:00,34,Male,Android,US,2OkaLgYRp7am,Key to financial freedom,0.30,More of it,0.20,More of it,0.20
2OkaLgYOV7am,2025-03-12T03:44:15+00:00,36,Male,Android,US,2OkaLgYOV7am,Money is a finite resource and a tool for goods and services.,-0.20,Knowing where and when it comes and goes.,0.10,Stretching it as far as it can go,0.00
wNkoZ9J9N7BL,2025-03-12T03:44:16+00:00,43,Male,iOS,US,wNkoZ9J9N7BL,It’s life,0.60,Having money,0.50,No such trick … got one for me ?,-0.40
gK7yo0gbdnae,2025-03-12T03:44:18+00:00,33,Female,Android,US,gK7yo0gbdnae,The only thing money means to me is Something that you have to have in order to survive in this world unfortunately,-0.80,Try to be as efficient as you can.Make sure you pay all your bills before buying anything else even if it's a beef jerky stick,-0.70,There is absolutely nothing that helps make money last unless you have a ton of it.Too many bills not enough money to go around won't Last,-0.80
XOlEjMxVK7gp,2025-03-12T03:44:26+00:00,43,Male,Android,US,XOlEjMxVK7gp,Nothing; it's very overrated,-0.80,Having a financial advisor to do it for me,0.40,Buying only what is essential and not wasting money on junk,0.60
WKn0Xa402nvA,2025-03-12T03:44:29+00:00,28,Female,iOS,US,WKn0Xa402nvA,Spending,0.00,Couponing,0.30,Deciding what I need not want,-0.50
8rnd4OZLmnMP,2025-03-12T03:44:36+00:00,42,Female,Android,US,8rnd4OZLmnMP,It means the stresses of life,0.00,Not spending it,-0.70,Not spending it,-0.70
Ka76NQjN37L1,2025-03-12T03:44:36+00:00,32,Male,iOS,US,Ka76NQjN37L1,Money is just a function of currency,-0.40,Tracking and keeping a spreadsheet,0.00,Also go for deals,0.40
WKn0XaNoYnvA,2025-03-12T03:44:42+00:00,31,Female,iOS,US,WKn0XaNoYnvA,Nothing,-0.60,Not stressing,0.50,Saving,0.60
2rlrjymK6l8W,2025-03-12T03:44:44+00:00,39,Male,iOS,US,2rlrjymK6l8W,It means as a way to survive and get supplies,0.00,Keeping an eye on your spending,0.30,Buying stuff on sale or getting cash back,0.10
PLlX2BAKQkpv,2025-03-12T03:44:47+00:00,39,Male,iOS,US,PLlX2BAKQkpv,A necessity to be able to buy the things we need; save for retirement and spend for vacations,0.20,Budgeting apps and my own spreadsheets I write by hand,0.00,Skipping meals; riding my bicycle to and from work instead of driving my car,-0.70
v6n3dvYP5l3Z,2025-03-12T03:44:50+00:00,34,Male,Android,US,v6n3dvYP5l3Z,Ease of life,0.90,Having more of it,0.50,Budgeting,0.00
RE7Lz9LJAn0v,2025-03-12T03:45:03+00:00,36,Female,Android,US,RE7Lz9LJAn0v,Paper the govt made up,-0.10,Lists and reminders,0.00,Discounts. Coupons. Sales.,0.00
41nqvor8ylXq,2025-03-12T03:45:05+00:00,40,Male,Android,US,41nqvor8ylXq,It means I can get what i want,0.60,Apps and technology make it easier,0.80,Putting it in the bank and not looking at it,-0.40
Ka76NGBL37L1,2025-03-12T03:45:06+00:00,39,Male,Android,US,Ka76NGBL37L1,A means to an end,-0.40,Having a smart wife.,0.30,Remove shopping apps on my phone.,-0.40
MqkKEMGO9l91,2025-03-12T03:45:06+00:00,29,Male,iOS,US,MqkKEMGO9l91,It means freedom,0.20,Having less inflation,0.00,Having a budget,0.00
XQnwRNONykP2,2025-03-12T03:45:36+00:00,41,Male,iOS,US,XQnwRNONykP2,It’s a means to and end.,0.00,Tools. Apps. Being able to manage at any time from any location.,0.30,Cutting unnecessary spending.,-0.20
gK7yo0Eb4nae,2025-03-12T03:45:37+00:00,39,Female,Android,US,gK7yo0Eb4nae,Security when you gave enough; insecure when you dont,-0.80,High pay. Less taxes,-0.10,Less taxes,0.00
XOlEEm2mqlgp,2025-03-12T03:45:38+00:00,43,Male,iOS,US,XOlEEm2mqlgp,A good way to pay bills and enjoy things with your family,0.90,Putting it where you can’t get it fast,-0.40,To keep make it every day,0.80
PYl83a6GZnW1,2025-03-12T03:45:43+00:00,42,Male,iOS,US,PYl83a6GZnW1,A tool,0.00,Financial assistance,0.10,Budget,0.00
yxlRJGRORlRB,2025-03-12T03:45:48+00:00,36,Female,Android,US,yxlRJGRORlRB,Freedom,0.30,Having more of it,0.50,Quit drinking,-0.70
4N7MJZ5wBkjE,2025-03-12T03:45:52+00:00,37,Male,iOS,US,4N7MJZ5wBkjE,Freedom to provide resources that I want or need,0.50,Knowing how much is needed and where I can best protect or grow it,0.70,Saving and investing,0.60
yxlRvr9ojlRB,2025-03-12T03:46:05+00:00,38,Female,Android,US,yxlRvr9ojlRB,It means security but it doesn't mean the world to me and doesn't equate happiness.,-0.60,Not having any.,-0.50,None. It doesn't.,-0.60
aOkQbeyXXn4y,2025-03-12T03:46:18+00:00,31,Female,Android,US,aOkQbeyXXn4y,Money means I have a house and food,0.10,A budget app,0.00,Budgeting,0.00
P2nY20yWzl90,2025-03-12T03:46:23+00:00,32,Female,Android,US,P2nY20yWzl90,Life,0.60,Wallet,0.00,Saving,0.60
RE7LzNMvpn0v,2025-03-12T03:46:33+00:00,37,Female,iOS,US,RE7LzNMvpn0v,money means survival,0.00,being able to check my account information without having to log in every time,0.70,checking multiple sources for sales; coupons; and deals; and comparing prices  before making a purchase,0.10
rYkvNVrXdkmx,2025-03-12T03:46:36+00:00,29,Female,iOS,US,rYkvNVrXdkmx,Something that can let me experience life the way I want it to,0.40,Tracking expenses; putting my money in a high yield savings account; and working for income,0.20,Split costs with friends when possible; and do side hustles,0.20
XQnwYPwb37P2,2025-03-12T03:46:48+00:00,33,Female,Android,US,XQnwYPwb37P2,Stability,0.30,Budgeting; having goals,0.20,Only buying what I need and splurging rarely,0.30
dKk90EZDd7oe,2025-03-12T03:47:08+00:00,32,Female,iOS,US,dKk90EZDd7oe,It is currency used to buy things,-0.10,Digital tools like spreadsheet and calculators,0.10,Don’t spend it,-0.70
XQnwYvOVL7P2,2025-03-12T03:47:10+00:00,31,Male,Android,US,XQnwYvOVL7P2,Life,0.60,Banks,-0.10,Spend pess,-0.10
Bp7P3BOEOl2x,2025-03-12T03:48:02+00:00,31,Female,Android,US,Bp7P3BOEOl2x,Relief,0.60,Excel,0.80,Government bonds,0.00
1GnjNXv0PnDA,2025-03-12T03:48:14+00:00,36,Female,Android,US,1GnjNXv0PnDA,I can buy anything I want,0.90,Saving for something,0.40,Saving challenges,0.60
41nqvL6E8lXq,2025-03-12T03:48:16+00:00,37,Male,Android,US,41nqvL6E8lXq,Gives me the ability to do things,0.90,Budgetting,0.30,Spend less,-0.10
WKn0XqN50nvA,2025-03-12T03:48:51+00:00,33,Female,Android,US,WKn0XqN50nvA,Money means everything to me but also nothing to me at the same time,-0.50,Nothing makes me to Ginger money easier you can make more money and you can still have problems managing your money,-0.60,There are no tricks that can help you make your money last other than just not spending it and that's not a trick,-0.70
1GnjB0Qj2nDA,2025-03-12T03:48:52+00:00,28,Male,iOS,US,1GnjB0Qj2nDA,Power,0.20,Looking at portfolios and investments.,0.00,Sales helps to make money last.,0.70
2OkaLm20p7am,2025-03-12T03:48:58+00:00,30,Male,Android,US,2OkaLm20p7am,Financial stability and security for my future,0.80,Tracking my daily purchases and ensuring I don't go over my budget,0.70,Only allowing myself a certain amount of free money so that I can't overspend,-0.60
rYkvwJYRdnmx,2025-03-12T03:49:06+00:00,42,Female,iOS,US,rYkvwJYRdnmx,Security,0.30,Not having idiots running our country and tanking our retirement account and being able to afford to live.,-0.20,Not eating,-0.80
2rlrjprdRl8W,2025-03-12T03:49:21+00:00,42,Female,iOS,US,2rlrjprdRl8W,Money is a means to live sadly we live in a world where you gotta have alot of money to just put food on the table money means nothing to me but sadness,-0.80,Right now nothing is easy about managing money in this economy where it costs $12 dollars for a pack of eggs,-0.60,Don’t spend on things I don’t need,-0.60
PLlXYDDRA7pv,2025-03-12T03:49:30+00:00,30,Male,iOS,US,PLlXYDDRA7pv,Help in life and guide me to saving,0.30,For the future use for children and emergency,0.10,None for now,-0.70
qVlpBmgLVkA5,2025-03-12T03:50:00+00:00,31,Female,Android,US,qVlpBmgLVkA5,A way that the world has a grip on you and holds you hostage. A means to an end.,-0.60,Making a budget and following it to a T.,-0.10,Buying things that are on sale; buying generic/off-brand; thrif-store shopping; re-using items when possible.,0.30
G0lA6zraw7Pj,2025-03-12T03:50:00+00:00,41,Male,iOS,US,G0lA6zraw7Pj,Being able to do  what I want,0.80,Fighting off temptation and investment accounts,0.00,Putting them where I can’t access them immediately,-0.70
aJnWxPp3AlDb,2025-03-12T03:50:02+00:00,37,Male,Android,US,aJnWxPp3AlDb,A tool that enables options and safety,0.70,Having a lot of it; and spreadsheets; and online banking or apps with clear and reliable user interfaces,0.60,Not spending much; using high yield savings accounts; signing up for bank bonuses,-0.20
aXk4O2pv17JW,2025-03-12T03:50:08+00:00,43,Male,iOS,US,aXk4O2pv17JW,Power,0.20,Experience,0.00,Save,0.00
0xk2WqePYnAw,2025-03-12T03:50:43+00:00,32,Female,iOS,US,0xk2WqePYnAw,Enough to survive . It never lasts,-0.30,Being realistic about what I can and cannot afford,-0.20,Looking into my account to monitor my spending on a weekly basis,-0.10
aJnWmoRoX7Db,2025-03-12T03:50:57+00:00,32,Female,iOS,US,aJnWmoRoX7Db,Life,0.60,Digital,0.10,Saving,0.60
MJkGZxNxZ7bx,2025-03-12T03:51:23+00:00,31,Female,iOS,US,MJkGZxNxZ7bx,To live,0.50,Digital wallets,0.00,Cutting costs,-0.20
8rnd4paOynMP,2025-03-12T03:51:26+00:00,29,Male,Android,US,8rnd4paOynMP,It means a little bit it's not everything,-0.50,Sticking to a strict budget,-0.30,Don't buy anything u don't need,-0.40
v6n3xQ91Vl3Z,2025-03-12T03:51:27+00:00,30,Male,Android,US,v6n3xQ91Vl3Z,A mean to get by,-0.20,Planning,0.20,Buy cheap and only nessesity,-0.10
1GnjNxLzznDA,2025-03-12T03:53:05+00:00,38,Male,iOS,US,1GnjNxLzznDA,It is the ability to live your life under the circumstances that you can afford what you can afford,0.80,Money tracking apps. CashTrails,0.10,Coupons and rebates; making and saving small amounts of money in various places,0.80
GxkVw01wVnbN,2025-03-12T03:53:17+00:00,32,Female,Android,US,GxkVw01wVnbN,Money means financial stability and freedom.,0.60,A financial advisor would be helpful.,0.00,Investing early would help my money last.,0.30
apkDdZr36k3E,2025-03-12T03:53:30+00:00,32,Male,Android,US,apkDdZr36k3E,Quality of life,0.60,An accontant,0.20,Budgeting,0.00
aXk4d4aAykJW,2025-03-12T03:53:30+00:00,27; 28,Female,iOS,US,aXk4d4aAykJW,important element to live a good life these days,0.70,Stay home; stop going to stores and buy things I don’t need,-0.50,Make your own food; stay home person; stop buying stuff you don’t need,-0.60
G0lA8meNXnPj,2025-03-12T03:53:41+00:00,43,Male,Android,US,G0lA8meNXnPj,Freedom of choice,0.50,Digital tools,0.00,Making food at home instead of eating out,0.50
1GnjNZEDKnDA,2025-03-12T03:53:51+00:00,30,Female,Android,US,1GnjNZEDKnDA,A safety net,0.10,Saving it in multiple places,0.70,Be aware of what my needs and wants are,0.00
eLnBqMvKKko8,2025-03-12T03:53:54+00:00,41,Female,Android,US,eLnBqMvKKko8,Well cant live without it,0.90,Hiring someone,-0.20,Being a little stingy,-0.70
Xgl5oLGXAk8Q,2025-03-12T03:53:57+00:00,38,Male,Android,US,Xgl5oLGXAk8Q,A way to provide for the people I care about and invest in our future,0.50,The Sumio app is FANTASTIC. Not sure how I lived before it. I also use The Budgeting App and Expensify,0.20,Investing; bonds; etc—making my money harder to get to; but not impossible if we need it for an emergency etc.,-0.50
MqkKEVAqel91,2025-03-12T03:54:17+00:00,36,Male,Android,US,MqkKEVAqel91,It is means to live life but it can't buy happiness,-0.50,Just that i am good with math's,0.60,Not spending on stupid things,-0.60
eLnBqqvLdko8,2025-03-12T03:54:19+00:00,31,Male,iOS,US,eLnBqqvLdko8,Power to manipulate the world around you to your whims,-0.30,Having enough of it that managing isn’t important,-0.50,Not buying anything from American corporations,-0.80
J0nmr2bPBlWr,2025-03-12T03:54:22+00:00,28,Male,iOS,US,J0nmr2bPBlWr,Everything,0.40,Planning ahead,0.40,Saving,0.60
GxkV96A0J7bN,2025-03-12T03:54:22+00:00,32,Female,iOS,US,GxkV96A0J7bN,It means security in my future,0.70,A budgeting app; like Monarch!,0.20,Never spending more than I earn every month; and always paying off my credit card,0.50
XQnwYxbRy7P2,2025-03-12T03:54:28+00:00,32,Female,Android,US,XQnwYxbRy7P2,A livly hood,0.10,Havening a plan,0.10,Havening a budget,0.10
eLnB85pMz7o8,2025-03-12T03:54:49+00:00,37,Female,Android,US,eLnB85pMz7o8,A way to survive,0.10,Budgeting and writing down my expenses,0.00,Cooking my meals myself,-0.10
P2nY2mOqol90,2025-03-12T03:54:57+00:00,37,Male,iOS,US,P2nY2mOqol90,Buying things essentials for life,0.60,Having a savings account being good with money,0.90,Put money in savings every day,0.70
3gkxgAgxD7Wq,2025-03-12T03:55:17+00:00,35,Female,iOS,US,3gkxgAgxD7Wq,Freedom and independence,0.40,Automating payments and budgeting,0.00,Keep money among several separate accounts and banks,0.20
p6n1OQE8r7D2,2025-03-12T03:55:28+00:00,36,Female,iOS,US,p6n1OQE8r7D2,Time and financial freedom,0.30,Spreadsheet,0.00,Staying grounded,-0.10
1GnjBPr9qnDA,2025-03-12T03:55:28+00:00,37,Male,Android,US,1GnjBPr9qnDA,It is something that I need to survive,0.60,Receipts mostly and billing statements,-0.10,Not spend it on stupid entertainment,-0.70
4N7MJxNXrkjE,2025-03-12T03:55:30+00:00,32,Female,Android,US,4N7MJxNXrkjE,Freedom and choices. Not living with constraints,0.10,An Excel sheet to keep a loose track of where expenses are going,0.50,Knowing when to catch sales or months where I get an extra pay check,0.10
6KnNVDwWbnW2,2025-03-12T03:55:47+00:00,37,Female,Android,US,6KnNVDwWbnW2,I can provide for myself,0.20,Writing things down,-0.30,Not buying things I want,-0.80
rYkvw5122nmx,2025-03-12T03:56:05+00:00,31,Male,Android,US,rYkvw5122nmx,a means of living,0.00,being grounded,-0.40,putting away safely,0.20
PYl83aJxRnW1,2025-03-12T03:56:06+00:00,42,Female,Android,US,PYl83aJxRnW1,Possibilities,0.20,Having money,0.50,Not gamble,-0.50
Zz7brPpVp7gY,2025-03-12T03:56:48+00:00,30,Male,Android,US,Zz7brPpVp7gY,Future; fun; food,0.90,Being broke makes a good way to manage money,0.70,I have none,-0.30
gK7yo0zeLnae,2025-03-12T03:57:08+00:00,31,Female,Android,US,gK7yo0zeLnae,It means a place to live and security,0.40,Tracking my spending. I use a premade template on Google docs.,0.00,Eating at home. Not paying for too many subscriptions.,-0.10
aJnWmoD4r7Db,2025-03-12T03:57:17+00:00,38,Male,iOS,US,aJnWmoD4r7Db,It means both freedom and time to do what I want.,0.80,Knowing that I’ve researched where my money should be.,0.00,Solid budgeting is my foundation.,0.80
3gkxg9JoR7Wq,2025-03-12T03:57:18+00:00,31,Female,iOS,US,3gkxg9JoR7Wq,Freedom and security,0.50,Nothing really,-0.50,Not spending any of it,-0.60
RE7LZz42Jn0v,2025-03-12T03:57:31+00:00,32,Female,iOS,US,RE7LZz42Jn0v,It is the value for life,0.90,Comparing myself to others,0.10,Hiding it from myself lolll,0.00
eLnB85ZvG7o8,2025-03-12T03:57:32+00:00,41,Female,Android,US,eLnB85ZvG7o8,Everything,0.40,Not spending it,-0.70,Not spending it,-0.70
Ka76NGXK97L1,2025-03-12T03:57:48+00:00,33,Male,Android,US,Ka76NGXK97L1,General acceptable,0.40,Investment,0.00,Investment,0.00
G0lA6VQBr7Pj,2025-03-12T03:57:54+00:00,41,Male,iOS,US,G0lA6VQBr7Pj,It means security,0.10,Bank accounts and savings,0.50,Putting up a percentage of my check,-0.30
8rnd4YL4EnMP,2025-03-12T03:58:03+00:00,41,Female,iOS,US,8rnd4YL4EnMP,Less stress,0.50,I’m not sure,-0.10,Bitcoin,0.10
JGnJVAjYMnbx,2025-03-12T03:58:09+00:00,28,Female,iOS,US,JGnJVAjYMnbx,having resources and shelter and food,0.30,Just having experience and a bank account with an app,0.00,Just experience and discipline but a budget app is great for my friends,0.70
aOkQbjYEpn4y,2025-03-12T03:58:14+00:00,37,Male,iOS,US,aOkQbjYEpn4y,Means I can enjoy life a little bit,0.60,Not sure,-0.20,Not sure,-0.20
WJkgoMjP1kPd,2025-03-12T03:59:24+00:00,30,Female,iOS,US,WJkgoMjP1kPd,It means survival,0.00,It makes me stay on top of things,0.90,I try to be frugal,-0.20
aJnWx5JBAlDb,2025-03-12T03:59:47+00:00,31,Male,iOS,US,aJnWx5JBAlDb,Secure Future,0.70,Budget,0.00,Cd,0.10
p0lOaV4pdk8N,2025-03-12T03:59:55+00:00,37,Female,iOS,US,p0lOaV4pdk8N,Freedom,0.30,Budgeting and expectations,0.70,Having a range expectation of how much to spend,0.10
eLnB8QOwN7o8,2025-03-12T04:00:01+00:00,34,Male,iOS,US,eLnB8QOwN7o8,Freedom,0.30,Having control,0.20,Not shopping,-0.70
gK7yoDpzmnae,2025-03-12T04:00:07+00:00,38,Female,Android,US,gK7yoDpzmnae,means to live,0.30,spreadsheets and Internet access,0.00,pretending I didn't have it when I do,-0.40
